Team;AT;HT;Score;Date Range;Home Away;League;Season;Date;Table Name;0. Games;1. GS;1a WDL;1b WDL;1c Goals;1d Goals;2. GA;2a xG;2b xG;3. Pts;3a xG Against;3b xG Against;4. xG;4a Net xG;4b Net xG;5. xGA;5a Points;5b Points;6. Net xG;7. xG Pts;D;GAvsXg+ve;GAvsXg-ve;GD;GSvsXg+ve;GSvsXg-ve;L;Lower xG;Pts vs xG;Pts vs xG +ve;Pts vs xG -ve;RankCalc;Upper xG;W;x. +ve GD;x. -ve GD;x. GD vs NetXg+ve;x. GD vs NetXg-ve;ZN([D]);ZN([L]);ZN([W])
Sheffield United;Burnley;Sheffield United;3-0;Wahr;Home;English Premier League;2019/20;02.11.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.8;1;1;0.8;1;1;2.0;3;;+0.8;;3;;-0.3;;-0.36;0;+0;;3.00303;0.42;1;+3;;;-1.0;0;0;1
Sheffield United;Chelsea;Sheffield United;3-0;Wahr;Home;English Premier League;2019/20;11.07.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.9;1;1;1.3;1;1;0.6;3;;+1.3;;3;;-1.1;;-0.36;0;+0;;3.00303;0.42;1;+3;;;-2.4;0;0;1
Tottenham;Leicester;Tottenham;3-0;Wahr;Home;English Premier League;2019/20;19.07.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.0;1;1;1.6;1;1;-0.6;0;;+1.6;;3;;-2.0;;-0.36;-3;;-3;3.00303;0.42;1;+3;;;-3.6;0;0;1
Watford;Aston Villa;Watford;3-0;Wahr;Home;English Premier League;2019/20;28.12.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;3.4;1;1;0.7;1;1;2.7;3;;+0.7;;3;+0.4;;;-0.36;0;+0;;3.00303;0.42;1;+3;;;-0.3;0;0;1
Watford;Liverpool;Watford;3-0;Wahr;Home;English Premier League;2019/20;29.02.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.3;1;1;0.3;1;1;2.0;3;;+0.3;;3;;-0.7;;-0.36;0;+0;;3.00303;0.42;1;+3;;;-1.0;0;0;1
Wolves;Everton;Wolves;3-0;Wahr;Home;English Premier League;2019/20;12.07.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.9;1;1;0.3;1;1;2.5;3;;+0.3;;3;;-0.1;;-0.36;0;+0;;3.00303;0.42;1;+3;;;-0.5;0;0;1
Wolves;Norwich;Wolves;3-0;Wahr;Home;English Premier League;2019/20;23.02.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;3.2;1;1;0.4;1;1;2.8;3;;+0.4;;3;+0.2;;;-0.36;0;+0;;3.00303;0.42;1;+3;;;-0.2;0;0;1
Brescia;Lecce;Brescia;3-0;Wahr;Home;Italy Serie A;2019/20;14.12.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;3.1;1;1;1.4;1;1;1.6;3;;+1.4;;3;+0.0;;;-0.31;0;+0;;3.00303;0.42;1;+3;;;-1.4;0;0;1
Juventus;Fiorentina;Juventus;3-0;Wahr;Home;Italy Serie A;2019/20;02.02.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.8;1;1;0.5;1;1;2.4;3;;+0.5;;3;;-0.2;;-0.31;0;+0;;3.00303;0.42;1;+3;;;-0.6;0;0;1
Lazio;Udinese;Lazio;3-0;Wahr;Home;Italy Serie A;2019/20;01.12.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;3.2;1;1;0.9;1;1;2.3;3;;+0.9;;3;+0.2;;;-0.31;0;+0;;3.00303;0.42;1;+3;;;-0.7;0;0;1
Roma;Brescia;Roma;3-0;Wahr;Home;Italy Serie A;2019/20;24.11.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.1;1;1;0.3;1;1;1.8;3;;+0.3;;3;;-0.9;;-0.31;0;+0;;3.00303;0.42;1;+3;;;-1.3;0;0;1
Sampdoria;Cagliari;Sampdoria;3-0;Wahr;Home;Italy Serie A;2019/20;15.07.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.9;1;1;0.6;1;1;1.3;3;;+0.6;;3;;-1.2;;-0.31;0;+0;;3.00303;0.42;1;+3;;;-1.7;0;0;1
Sampdoria;Spal;Sampdoria;3-0;Wahr;Home;Italy Serie A;2019/20;05.07.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.4;1;1;1.5;1;1;-0.1;1;;+1.5;;3;;-1.7;;-0.31;-2;;-2;3.00303;0.42;1;+3;;;-3.1;0;0;1
Sassuolo;Brescia;Sassuolo;3-0;Wahr;Home;Italy Serie A;2019/20;09.03.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.9;1;1;0.6;1;1;1.3;3;;+0.6;;3;;-1.1;;-0.31;0;+0;;3.00303;0.42;1;+3;;;-1.7;0;0;1
Sassuolo;Spal;Sassuolo;3-0;Wahr;Home;Italy Serie A;2019/20;22.09.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.0;1;1;0.7;1;1;1.3;3;;+0.7;;3;;-1.0;;-0.31;0;+0;;3.00303;0.42;1;+3;;;-1.7;0;0;1
Torino;Genoa;Torino;3-0;Wahr;Home;Italy Serie A;2019/20;16.07.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.4;1;1;1.3;1;1;0.1;1;;+1.3;;3;;-1.7;;-0.31;-2;;-2;3.00303;0.42;1;+3;;;-3.0;0;0;1
Udinese;Sassuolo;Udinese;3-0;Wahr;Home;Italy Serie A;2019/20;12.01.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.0;1;1;1.0;1;1;0.0;1;;+1.0;;3;;-2.0;;-0.31;-2;;-2;3.00303;0.42;1;+3;;;-3.0;0;0;1
Verona;Lecce;Verona;3-0;Wahr;Home;Italy Serie A;2019/20;26.01.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;3.2;1;1;0.6;1;1;2.6;3;;+0.6;;3;+0.2;;;-0.31;0;+0;;3.00303;0.42;1;+3;;;-0.4;0;0;1
Verona;Spal;Verona;3-0;Wahr;Home;Italy Serie A;2019/20;29.07.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.8;1;1;0.7;1;1;1.1;3;;+0.7;;3;;-1.2;;-0.31;0;+0;;3.00303;0.42;1;+3;;;-2.0;0;0;1
Blackburn;Hull;Blackburn;3-0;Wahr;Home;English League Championship;2019/20;11.02.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.7;1;1;0.5;1;1;2.1;3;;+0.5;;3;;-0.3;;-0.29;0;+0;;3.00303;0.42;1;+3;;;-0.9;0;0;1
Brentford;Derby;Brentford;3-0;Wahr;Home;English League Championship;2019/20;31.08.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.6;1;1;0.2;1;1;2.4;3;;+0.2;;3;;-0.4;;-0.29;0;+0;;3.00303;0.42;1;+3;;;-0.6;0;0;1
Brentford;Wigan;Brentford;3-0;Wahr;Home;English League Championship;2019/20;04.07.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.7;1;1;0.2;1;1;1.6;3;;+0.2;;3;;-1.3;;-0.29;0;+0;;3.00303;0.42;1;+3;;;-1.4;0;0;1
Bristol City;Luton;Bristol City;3-0;Wahr;Home;English League Championship;2019/20;29.12.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;3.0;1;1;0.4;1;1;2.6;3;;+0.4;;3;;0.0;;-0.29;0;+0;;3.00303;0.42;1;+3;;;-0.4;0;0;1
Cardiff;Hull;Cardiff;3-0;Wahr;Home;English League Championship;2019/20;22.07.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.5;1;1;0.9;1;1;0.6;3;;+0.9;;3;;-1.5;;-0.29;0;+0;;3.00303;0.42;1;+3;;;-2.4;0;0;1
Cardiff;QPR;Cardiff;3-0;Wahr;Home;English League Championship;2019/20;02.10.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.5;1;1;0.7;1;1;0.8;3;;+0.7;;3;;-1.5;;-0.29;0;+0;;3.00303;0.42;1;+3;;;-2.2;0;0;1
Charlton;Derby;Charlton;3-0;Wahr;Home;English League Championship;2019/20;19.10.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.0;1;1;0.3;1;1;0.7;3;;+0.3;;3;;-2.0;;-0.29;0;+0;;3.00303;0.42;1;+3;;;-2.3;0;0;1
Derby;Blackburn;Derby;3-0;Wahr;Home;English League Championship;2019/20;08.03.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.3;1;1;0.5;1;1;1.8;3;;+0.5;;3;;-0.7;;-0.29;0;+0;;3.00303;0.42;1;+3;;;-1.2;0;0;1
Fulham;Derby;Fulham;3-0;Wahr;Home;English League Championship;2019/20;26.11.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.0;1;1;0.8;1;1;1.2;3;;+0.8;;3;;-1.0;;-0.29;0;+0;;3.00303;0.42;1;+3;;;-1.8;0;0;1
Huddersfield;Hull;Huddersfield;3-0;Wahr;Home;English League Championship;2019/20;05.10.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;0.9;1;1;0.7;1;1;0.2;1;;+0.7;;3;;-2.1;;-0.29;-2;;-2;3.00303;0.42;1;+3;;;-2.8;0;0;1
Hull;Birmingham;Hull;3-0;Wahr;Home;English League Championship;2019/20;21.12.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.7;1;1;0.8;1;1;0.8;3;;+0.8;;3;;-1.3;;-0.29;0;+0;;3.00303;0.42;1;+3;;;-2.2;0;0;1
Leeds;Fulham;Leeds;3-0;Wahr;Home;English League Championship;2019/20;27.06.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.0;1;1;0.6;1;1;0.5;3;;+0.6;;3;;-2.0;;-0.29;0;+0;;3.00303;0.42;1;+3;;;-2.6;0;0;1
Luton;Bristol City;Luton;3-0;Wahr;Home;English League Championship;2019/20;19.10.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.2;1;1;1.0;1;1;0.2;1;;+1.0;;3;;-1.8;;-0.29;-2;;-2;3.00303;0.42;1;+3;;;-2.8;0;0;1
Nott'm Forest;Birmingham;Nott'm Forest;3-0;Wahr;Home;English League Championship;2019/20;17.08.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.3;1;1;0.3;1;1;2.1;3;;+0.3;;3;;-0.7;;-0.29;0;+0;;3.00303;0.42;1;+3;;;-0.9;0;0;1
Preston;Wigan;Preston;3-0;Wahr;Home;English League Championship;2019/20;10.08.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;0.8;1;1;0.5;1;1;0.3;1;;+0.5;;3;;-2.2;;-0.29;-2;;-2;3.00303;0.42;1;+3;;;-2.7;0;0;1
Reading;Cardiff;Reading;3-0;Wahr;Home;English League Championship;2019/20;18.08.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.2;1;1;0.9;1;1;1.3;3;;+0.9;;3;;-0.9;;-0.29;0;+0;;3.00303;0.42;1;+3;;;-1.7;0;0;1
Reading;Derby;Reading;3-0;Wahr;Home;English League Championship;2019/20;21.12.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.6;1;1;2.2;1;1;0.4;1;;+2.2;;3;;-0.4;;-0.29;-2;;-2;3.00303;0.42;1;+3;;;-2.6;0;0;1
Reading;Luton;Reading;3-0;Wahr;Home;English League Championship;2019/20;09.11.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.2;1;1;0.2;1;1;1.0;3;;+0.2;;3;;-1.8;;-0.29;0;+0;;3.00303;0.42;1;+3;;;-2.0;0;0;1
Stoke;Luton;Stoke;3-0;Wahr;Home;English League Championship;2019/20;10.12.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.7;1;1;0.3;1;1;1.4;3;;+0.3;;3;;-1.4;;-0.29;0;+0;;3.00303;0.42;1;+3;;;-1.6;0;0;1
Swansea;Birmingham;Swansea;3-0;Wahr;Home;English League Championship;2019/20;25.08.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.6;1;1;0.2;1;1;1.4;3;;+0.2;;3;;-1.5;;-0.29;0;+0;;3.00303;0.42;1;+3;;;-1.6;0;0;1
Wigan;Stoke;Wigan;3-0;Wahr;Home;English League Championship;2019/20;30.06.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.0;1;1;0.7;1;1;1.3;3;;+0.7;;3;;-1.0;;-0.29;0;+0;;3.00303;0.42;1;+3;;;-1.7;0;0;1
Bielefeld;Heidenheim;Bielefeld;3-0;Wahr;Home;German 2. Bundesliga;2019/20;28.06.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;3.0;1;1;0.0;1;1;3.0;3;;+0.0;;3;+0.0;;;-0.22;0;+0;;3.00303;0.42;1;+3;;+0.0;;0;0;1
Bochum;Heidenheim;Bochum;3-0;Wahr;Home;German 2. Bundesliga;2019/20;16.05.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.1;1;1;0.8;1;1;0.3;1;;+0.8;;3;;-1.9;;-0.22;-2;;-2;3.00303;0.42;1;+3;;;-2.7;0;0;1
Erzgebirge Aue;Hamburg;Erzgebirge Aue;3-0;Wahr;Home;German 2. Bundesliga;2019/20;29.02.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.8;1;1;1.3;1;1;0.5;3;;+1.3;;3;;-1.2;;-0.22;0;+0;;3.00303;0.42;1;+3;;;-2.5;0;0;1
Greuther Furth;St Pauli;Greuther Furth;3-0;Wahr;Home;German 2. Bundesliga;2019/20;28.01.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.5;1;1;0.8;1;1;0.7;3;;+0.8;;3;;-1.5;;-0.22;0;+0;;3.00303;0.42;1;+3;;;-2.3;0;0;1
Hamburg;Hannover;Hamburg;3-0;Wahr;Home;German 2. Bundesliga;2019/20;01.09.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.9;1;1;1.0;1;1;0.8;3;;+1.0;;3;;-1.2;;-0.22;0;+0;;3.00303;0.42;1;+3;;;-2.2;0;0;1
Hannover;Dresden;Hannover;3-0;Wahr;Home;German 2. Bundesliga;2019/20;03.06.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.7;1;1;0.7;1;1;1.0;3;;+0.7;;3;;-1.3;;-0.22;0;+0;;3.00303;0.42;1;+3;;;-2.0;0;0;1
Heidenheim;Erzgebirge Aue;Heidenheim;3-0;Wahr;Home;German 2. Bundesliga;2019/20;31.05.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.6;1;1;1.1;1;1;1.5;3;;+1.1;;3;;-0.5;;-0.22;0;+0;;3.00303;0.42;1;+3;;;-1.5;0;0;1
Heidenheim;Holstein Kiel;Heidenheim;3-0;Wahr;Home;German 2. Bundesliga;2019/20;14.09.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.5;1;1;0.6;1;1;0.9;3;;+0.6;;3;;-1.5;;-0.22;0;+0;;3.00303;0.42;1;+3;;;-2.1;0;0;1
Regensburg;Darmstadt;Regensburg;3-0;Wahr;Home;German 2. Bundesliga;2019/20;06.06.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.1;1;1;1.6;1;1;-0.5;0;;+1.6;;3;;-1.9;;-0.22;-3;;-3;3.00303;0.42;1;+3;;;-3.5;0;0;1
St Pauli;Bielefeld;St Pauli;3-0;Wahr;Home;German 2. Bundesliga;2019/20;21.12.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.3;1;1;1.5;1;1;-0.2;1;;+1.5;;3;;-1.7;;-0.22;-2;;-2;3.00303;0.42;1;+3;;;-3.2;0;0;1
Stuttgart;Erzgebirge Aue;Stuttgart;3-0;Wahr;Home;German 2. Bundesliga;2019/20;08.02.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.1;1;1;0.8;1;1;1.3;3;;+0.8;;3;;-0.9;;-0.22;0;+0;;3.00303;0.42;1;+3;;;-1.7;0;0;1
Stuttgart;Heidenheim;Stuttgart;3-0;Wahr;Home;German 2. Bundesliga;2019/20;29.01.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.4;1;1;0.6;1;1;1.8;3;;+0.6;;3;;-0.6;;-0.22;0;+0;;3.00303;0.42;1;+3;;;-1.3;0;0;1
Stuttgart;Karlsruher SC;Stuttgart;3-0;Wahr;Home;German 2. Bundesliga;2019/20;24.11.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.6;1;1;0.5;1;1;2.1;3;;+0.5;;3;;-0.4;;-0.22;0;+0;;3.00303;0.42;1;+3;;;-1.0;0;0;1
VfL Osnabruck;Dresden;VfL Osnabruck;3-0;Wahr;Home;German 2. Bundesliga;2019/20;15.12.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.5;1;1;0.6;1;1;1.9;3;;+0.6;;3;;-0.5;;-0.22;0;+0;;3.00303;0.42;1;+3;;;-1.1;0;0;1
VfL Osnabruck;Karlsruher SC;VfL Osnabruck;3-0;Wahr;Home;German 2. Bundesliga;2019/20;01.09.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;3.0;1;1;0.5;1;1;2.5;3;;+0.5;;3;;0.0;;-0.22;0;+0;;3.00303;0.42;1;+3;;;-0.5;0;0;1
Augsburg;Fortuna Dusseldorf;Augsburg;3-0;Wahr;Home;German Bundesliga;2019/20;17.12.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.3;1;1;0.8;1;1;0.5;3;;+0.8;;3;;-1.7;;-0.29;0;+0;;3.00303;0.48;1;+3;;;-2.5;0;0;1
Dortmund;Wolfsburg;Dortmund;3-0;Wahr;Home;German Bundesliga;2019/20;02.11.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.9;1;1;1.4;1;1;0.5;3;;+1.4;;3;;-1.1;;-0.29;0;+0;;3.00303;0.48;1;+3;;;-2.5;0;0;1
Ein Frankfurt;Leverkusen;Ein Frankfurt;3-0;Wahr;Home;German Bundesliga;2019/20;18.10.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.7;1;1;1.8;1;1;0.9;3;;+1.8;;3;;-0.3;;-0.29;0;+0;;3.00303;0.48;1;+3;;;-2.1;0;0;1
FC Koln;Paderborn;FC Koln;3-0;Wahr;Home;German Bundesliga;2019/20;20.10.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.5;1;1;0.6;1;1;1.9;3;;+0.6;;3;;-0.5;;-0.29;0;+0;;3.00303;0.48;1;+3;;;-1.1;0;0;1
FC Koln;Schalke 04;FC Koln;3-0;Wahr;Home;German Bundesliga;2019/20;29.02.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.3;1;1;1.0;1;1;0.4;1;;+1.0;;3;;-1.7;;-0.29;-2;;-2;3.00303;0.48;1;+3;;;-2.7;0;0;1
Freiburg;Mainz;Freiburg;3-0;Wahr;Home;German Bundesliga;2019/20;17.08.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.8;1;1;1.0;1;1;0.9;3;;+1.0;;3;;-1.2;;-0.29;0;+0;;3.00303;0.48;1;+3;;;-2.1;0;0;1
Hoffenheim;Paderborn;Hoffenheim;3-0;Wahr;Home;German Bundesliga;2019/20;01.11.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.9;1;1;0.6;1;1;1.3;3;;+0.6;;3;;-1.1;;-0.29;0;+0;;3.00303;0.48;1;+3;;;-1.7;0;0;1
Leverkusen;Fortuna Dusseldorf;Leverkusen;3-0;Wahr;Home;German Bundesliga;2019/20;26.01.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;5.0;1;1;0.9;1;1;4.1;3;;+0.9;;3;+2.0;;;-0.29;0;+0;;3.00303;0.48;1;+3;;+1.1;;0;0;1
M'gladbach;Wolfsburg;M'gladbach;3-0;Wahr;Home;German Bundesliga;2019/20;16.06.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.6;1;1;0.8;1;1;0.8;3;;+0.8;;3;;-1.4;;-0.29;0;+0;;3.00303;0.48;1;+3;;;-2.2;0;0;1
RB Leipzig;Werder Bremen;RB Leipzig;3-0;Wahr;Home;German Bundesliga;2019/20;15.02.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.9;1;1;0.2;1;1;2.7;3;;+0.2;;3;;-0.1;;-0.29;0;+0;;3.00303;0.48;1;+3;;;-0.3;0;0;1
Schalke 04;Hertha;Schalke 04;3-0;Wahr;Home;German Bundesliga;2019/20;31.08.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;0.8;1;1;0.6;1;1;0.3;1;;+0.6;;3;;-2.2;;-0.29;-2;;-2;3.00303;0.48;1;+3;;;-2.7;0;0;1
Union Berlin;Fortuna Dusseldorf;Union Berlin;3-0;Wahr;Home;German Bundesliga;2019/20;27.06.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.0;1;1;1.2;1;1;-0.2;1;;+1.2;;3;;-2.0;;-0.29;-2;;-2;3.00303;0.48;1;+3;;;-3.2;0;0;1
Alaves;Valladolid;Alaves;3-0;Wahr;Home;Spanish Primera Division;2019/20;09.11.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.8;1;1;0.2;1;1;2.5;3;;+0.2;;3;;-0.2;;-0.15;0;+0;;3.00303;0.49;1;+3;;;-0.5;0;0;1
Ath Bilbao;Espanol;Ath Bilbao;3-0;Wahr;Home;Spanish Primera Division;2019/20;30.10.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;0.4;1;1;0.8;1;1;-0.4;0;;+0.8;;3;;-2.6;;-0.15;-3;;-3;3.00303;0.49;1;+3;;;-3.4;0;0;1
Ath Madrid;Mallorca;Ath Madrid;3-0;Wahr;Home;Spanish Primera Division;2019/20;03.07.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.5;1;1;0.7;1;1;1.8;3;;+0.7;;3;;-0.5;;-0.15;0;+0;;3.00303;0.49;1;+3;;;-1.2;0;0;1
Betis;Osasuna;Betis;3-0;Wahr;Home;Spanish Primera Division;2019/20;08.07.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.2;1;1;0.5;1;1;1.7;3;;+0.5;;3;;-0.8;;-0.15;0;+0;;3.00303;0.49;1;+3;;;-1.3;0;0;1
Betis;Sociedad;Betis;3-0;Wahr;Home;Spanish Primera Division;2019/20;19.01.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.9;1;1;0.4;1;1;1.5;3;;+0.4;;3;;-1.1;;-0.15;0;+0;;3.00303;0.49;1;+3;;;-1.5;0;0;1
Eibar;Granada;Eibar;3-0;Wahr;Home;Spanish Primera Division;2019/20;20.12.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.4;1;1;1.8;1;1;0.7;3;;+1.8;;3;;-0.6;;-0.15;0;+0;;3.00303;0.49;1;+3;;;-2.3;0;0;1
Eibar;Levante;Eibar;3-0;Wahr;Home;Spanish Primera Division;2019/20;29.02.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.6;1;1;0.7;1;1;1.9;3;;+0.7;;3;;-0.4;;-0.15;0;+0;;3.00303;0.49;1;+3;;;-1.1;0;0;1
Getafe;Valencia;Getafe;3-0;Wahr;Home;Spanish Primera Division;2019/20;08.02.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.7;1;1;0.2;1;1;2.5;3;;+0.2;;3;;-0.3;;-0.15;0;+0;;3.00303;0.49;1;+3;;;-0.5;0;0;1
Granada;Alaves;Granada;3-0;Wahr;Home;Spanish Primera Division;2019/20;07.12.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.2;1;1;0.5;1;1;1.7;3;;+0.5;;3;;-0.8;;-0.15;0;+0;;3.00303;0.49;1;+3;;;-1.3;0;0;1
Real Madrid;Valencia;Real Madrid;3-0;Wahr;Home;Spanish Primera Division;2019/20;18.06.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.3;1;1;0.2;1;1;2.1;3;;+0.2;;3;;-0.7;;-0.15;0;+0;;3.00303;0.49;1;+3;;;-0.9;0;0;1
Sociedad;Alaves;Sociedad;3-0;Wahr;Home;Spanish Primera Division;2019/20;26.09.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;3.9;1;1;0.3;1;1;3.6;3;;+0.3;;3;+0.9;;;-0.15;0;+0;;3.00303;0.49;1;+3;;+0.6;;0;0;1
Sociedad;Mallorca;Sociedad;3-0;Wahr;Home;Spanish Primera Division;2019/20;26.01.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.5;1;1;0.9;1;1;1.6;3;;+0.9;;3;;-0.5;;-0.15;0;+0;;3.00303;0.49;1;+3;;;-1.4;0;0;1
Sociedad;Valencia;Sociedad;3-0;Wahr;Home;Spanish Primera Division;2019/20;22.02.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.5;1;1;0.6;1;1;1.8;3;;+0.6;;3;;-0.5;;-0.15;0;+0;;3.00303;0.49;1;+3;;;-1.2;0;0;1
Valladolid;Mallorca;Valladolid;3-0;Wahr;Home;Spanish Primera Division;2019/20;03.11.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.1;1;1;0.7;1;1;1.4;3;;+0.7;;3;;-0.9;;-0.15;0;+0;;3.00303;0.49;1;+3;;;-1.6;0;0;1
Ascoli;Spezia;Ascoli;3-0;Wahr;Home;Italy Serie B;2019/20;24.09.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;2.1;1;1;1.5;1;1;0.5;3;;+1.5;;3;;-1.0;;-0.31;0;+0;;3.00303;0.5;1;+3;;;-2.5;0;0;1
Cittadella;Juve Stabia;Cittadella;3-0;Wahr;Home;Italy Serie B;2019/20;22.02.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;4.0;1;1;0.1;1;1;3.9;3;;+0.1;;3;+1.0;;;-0.31;0;+0;;3.00303;0.5;1;+3;;+0.9;;0;0;1
Crotone;Benevento;Crotone;3-0;Wahr;Home;Italy Serie B;2019/20;03.07.2020;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;1.6;1;1;0.6;1;1;1.0;3;;+0.6;;3;;-1.4;;-0.31;0;+0;;3.00303;0.5;1;+3;;;-2.0;0;0;1
Crotone;Trapani;Crotone;3-0;Wahr;Home;Italy Serie B;2019/20;29.12.2019;HT League Table.csv;1;3;1;1;1;1;0;1;1;3;1;1;3.4;1;1;0.1;1;1;3.3;3;;+0.1;;3;+0.4;;;-0.31;0;+0;;3.00303;0.5;1;+3;;+0.3;;0;0;1
